                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    431,                 1.2522,                  1.647,                 1.7082,                0.74744,                0.93236,                0.96357,                0.81879,                0.82071,                 1.3863,                 1.5497,              0.0003026,              0.0003026,              0.0003026
                    432,                 1.1974,                 1.7907,                 1.7568,                0.72979,                0.94774,                0.96177,                0.81876,                0.82055,                 1.3692,                 1.5477,             0.00030208,             0.00030208,             0.00030208
                    433,                0.96981,                 1.5946,                 1.6518,                0.72979,                0.94774,                0.96177,                0.81876,                0.82055,                 1.3692,                 1.5477,             0.00030156,             0.00030156,             0.00030156
                    434,                 1.0856,                 1.6147,                 1.7009,                0.71667,                0.97054,                0.96574,                0.81049,                0.82239,                 1.3633,                 1.5614,             0.00030104,             0.00030104,             0.00030104
                    435,                 1.0936,                 1.5486,                 1.7262,                0.74273,                0.95657,                0.95596,                0.78361,                0.85891,                  1.364,                 1.6071,             0.00030052,             0.00030052,             0.00030052
                    436,                 1.1948,                 1.6771,                 1.6847,                0.74603,                0.94547,                0.95319,                0.75816,                0.90758,                 1.3659,                  1.649,                 0.0003,                 0.0003,                 0.0003
                    437,                 1.2744,                  1.811,                 1.9446,                0.74603,                0.94547,                0.95319,                0.75816,                0.90758,                 1.3659,                  1.649,             0.00029948,             0.00029948,             0.00029948
                    438,                  1.199,                 1.6258,                 1.7493,                0.70995,                0.96175,                0.95493,                0.75965,                0.92345,                 1.3648,                 1.6465,             0.00029896,             0.00029896,             0.00029896
                    439,                 1.2365,                 1.9247,                 1.8035,                  0.684,                0.96982,                0.95782,                0.78784,                0.90411,                 1.3677,                 1.6177,             0.00029844,             0.00029844,             0.00029844
                    440,                 1.1513,                 1.7065,                 1.7296,                 0.8785,                 0.7887,                0.96815,                0.81821,                0.86297,                 1.3775,                 1.5676,             0.00029792,             0.00029792,             0.00029792
                    441,                 1.1576,                 1.6736,                 1.6929,                 0.8785,                 0.7887,                0.96815,                0.81821,                0.86297,                 1.3775,                 1.5676,              0.0002974,              0.0002974,              0.0002974
                    442,                 1.1403,                 1.5387,                 1.7346,                0.87483,                0.79195,                0.97179,                0.82759,                0.83869,                 1.4024,                 1.5328,             0.00029687,             0.00029687,             0.00029687
                    443,                 1.1452,                 1.6315,                 1.7131,                0.73421,                0.97188,                 0.9718,                 0.8262,                0.83057,                 1.4132,                  1.524,             0.00029635,             0.00029635,             0.00029635
                    444,                 1.1432,                 1.6149,                 1.6934,                0.73847,                0.97286,                0.97261,                0.82472,                0.79245,                 1.3801,                 1.5205,             0.00029583,             0.00029583,             0.00029583
                    445,                 1.1699,                 1.4873,                 1.6776,                0.73847,                0.97286,                0.97261,                0.82472,                0.79245,                 1.3801,                 1.5205,             0.00029531,             0.00029531,             0.00029531
                    446,                 1.1497,                 1.5421,                 1.6805,                 0.8157,                 0.9538,                0.97107,                0.84075,                0.78078,                 1.3474,                 1.5256,             0.00029479,             0.00029479,             0.00029479
                    447,                 1.1479,                  1.762,                 1.7583,                0.84617,                0.94708,                0.97068,                0.83284,                0.78178,                 1.3264,                 1.5325,             0.00029427,             0.00029427,             0.00029427
                    448,                 1.1846,                 1.5511,                  1.747,                0.86754,                0.92587,                0.97171,                0.82487,                0.77592,                 1.3415,                 1.5397,             0.00029375,             0.00029375,             0.00029375
                    449,                 1.0833,                 1.5193,                 1.5897,                0.86754,                0.92587,                0.97171,                0.82487,                0.77592,                 1.3415,                 1.5397,             0.00029323,             0.00029323,             0.00029323
                    450,                 1.0879,                 1.5425,                 1.6202,                0.88035,                0.90646,                0.96513,                 0.8124,                0.77919,                 1.3811,                 1.5357,             0.00029271,             0.00029271,             0.00029271
                    451,                 1.1474,                 1.5742,                 1.7469,                0.87035,                0.91824,                  0.959,                0.78747,                0.79156,                 1.3859,                 1.5375,             0.00029219,             0.00029219,             0.00029219
                    452,                 1.2565,                 1.9041,                 1.8128,                0.85072,                 0.9067,                0.95799,                0.80596,                0.78302,                 1.3907,                  1.524,             0.00029167,             0.00029167,             0.00029167
                    453,                 1.0353,                 1.4978,                 1.6332,                0.85072,                 0.9067,                0.95799,                0.80596,                0.78302,                 1.3907,                  1.524,             0.00029115,             0.00029115,             0.00029115
                    454,                 1.1362,                 1.5814,                 1.6814,                0.80935,                0.87078,                0.95137,                0.79299,                 0.8009,                 1.4325,                 1.5234,             0.00029063,             0.00029063,             0.00029063
                    455,                 1.0553,                 1.4877,                  1.648,                0.79005,                0.88577,                0.91467,                0.75034,                0.83537,                  1.432,                 1.5357,              0.0002901,              0.0002901,              0.0002901
                    456,                  1.013,                 1.5286,                 1.6264,                0.75204,                0.91875,                0.91903,                0.76538,                0.81379,                 1.3733,                 1.5222,             0.00028958,             0.00028958,             0.00028958
                    457,                 1.1552,                 1.6325,                 1.6663,                0.75204,                0.91875,                0.91903,                0.76538,                0.81379,                 1.3733,                 1.5222,             0.00028906,             0.00028906,             0.00028906
                    458,                 1.0658,                 1.6282,                 1.7526,                0.71277,                0.93272,                0.91917,                0.77351,                0.81176,                 1.3546,                 1.5258,             0.00028854,             0.00028854,             0.00028854
                    459,                 1.2215,                 1.9027,                  1.802,                0.69669,                  0.963,                0.92453,                0.75706,                0.80582,                 1.3664,                 1.5111,             0.00028802,             0.00028802,             0.00028802
                    460,                 1.0565,                 1.5237,                 1.6262,                0.83911,                0.83117,                0.95963,                0.76577,                0.82685,                 1.4174,                  1.521,              0.0002875,              0.0002875,              0.0002875
                    461,                 1.0253,                 1.4859,                 1.6262,                0.83911,                0.83117,                0.95963,                0.76577,                0.82685,                 1.4174,                  1.521,             0.00028698,             0.00028698,             0.00028698
                    462,                 1.1105,                 1.7406,                 1.6999,                0.90101,                0.83933,                0.96238,                0.77854,                0.84778,                 1.4536,                 1.5564,             0.00028646,             0.00028646,             0.00028646
                    463,                 1.0096,                 1.6146,                 1.6804,                0.78983,                0.92364,                 0.9615,                 0.7955,                0.83021,                  1.507,                 1.5777,             0.00028594,             0.00028594,             0.00028594
                    464,                0.93757,                 1.4477,                 1.5882,                0.86164,                0.89799,                0.97108,                0.81273,                0.81845,                 1.4837,                 1.6019,             0.00028542,             0.00028542,             0.00028542
                    465,                 1.0687,                 1.4925,                 1.6459,                0.86164,                0.89799,                0.97108,                0.81273,                0.81845,                 1.4837,                 1.6019,              0.0002849,              0.0002849,              0.0002849
                    466,                0.95967,                 1.3795,                 1.6054,                0.87006,                0.85861,                0.95896,                0.81009,                0.81881,                 1.4592,                 1.6385,             0.00028438,             0.00028438,             0.00028438
                    467,                  1.058,                 1.5329,                 1.6679,                0.85906,                0.87144,                0.95515,                0.79366,                0.83302,                 1.4604,                 1.6647,             0.00028386,             0.00028386,             0.00028386
                    468,                 1.2048,                 1.6003,                 1.7755,                 0.8637,                0.87224,                0.94474,                0.77829,                0.82113,                 1.4048,                 1.6457,             0.00028334,             0.00028334,             0.00028334
                    469,                 1.0229,                 1.4801,                 1.6438,                 0.8637,                0.87224,                0.94474,                0.77829,                0.82113,                 1.4048,                 1.6457,             0.00028281,             0.00028281,             0.00028281
                    470,                 1.0855,                 1.5255,                 1.6766,                0.86115,                0.90108,                0.94846,                0.79805,                0.80659,                 1.3398,                 1.6138,             0.00028229,             0.00028229,             0.00028229
                    471,                 1.0548,                 1.4256,                 1.5846,                0.81877,                0.92209,                0.94592,                0.79601,                0.80339,                 1.2833,                 1.5749,             0.00028177,             0.00028177,             0.00028177
                    472,                0.98426,                 1.5766,                   1.68,                0.79369,                0.96476,                0.94589,                0.77492,                0.84697,                 1.3007,                 1.5666,             0.00028125,             0.00028125,             0.00028125
                    473,                 1.0522,                 1.4918,                 1.6186,                0.79369,                0.96476,                0.94589,                0.77492,                0.84697,                 1.3007,                 1.5666,             0.00028073,             0.00028073,             0.00028073
                    474,                 1.1802,                 1.7224,                  1.771,                0.77128,                 0.9949,                0.95646,                0.75573,                0.93315,                 1.3823,                 1.5834,             0.00028021,             0.00028021,             0.00028021
                    475,                 1.0664,                 1.5566,                 1.5853,                0.74306,                0.99831,                0.95593,                0.74104,                0.94192,                  1.424,                 1.5977,             0.00027969,             0.00027969,             0.00027969
                    476,                 1.0783,                 1.5107,                 1.5791,                0.76081,                0.92462,                0.96663,                0.76361,                0.93552,                 1.4538,                 1.6099,             0.00027917,             0.00027917,             0.00027917
                    477,                 1.1013,                 1.6543,                 1.7015,                0.76081,                0.92462,                0.96663,                0.76361,                0.93552,                 1.4538,                 1.6099,             0.00027865,             0.00027865,             0.00027865
                    478,                 1.0464,                 1.5934,                 1.6212,                0.77958,                0.88917,                0.96613,                0.77431,                0.92368,                 1.4551,                 1.6066,             0.00027813,             0.00027813,             0.00027813
                    479,                 1.0395,                 1.5316,                 1.6264,                0.89259,                 0.7834,                0.97011,                0.78319,                0.90244,                 1.4284,                 1.6019,             0.00027761,             0.00027761,             0.00027761
                    480,                 1.1568,                 1.7092,                 1.7783,                0.90888,                0.77395,                0.92627,                0.75737,                0.88094,                  1.376,                 1.5875,             0.00027709,             0.00027709,             0.00027709
                    481,                0.93112,                 1.4186,                 1.5906,                0.90888,                0.77395,                0.92627,                0.75737,                0.88094,                  1.376,                 1.5875,             0.00027657,             0.00027657,             0.00027657
                    482,                 1.0605,                 1.5129,                 1.6674,                0.92799,                0.74931,                0.92539,                0.77522,                0.84741,                 1.3772,                 1.5564,             0.00027604,             0.00027604,             0.00027604
                    483,                 1.0195,                 1.5717,                 1.6768,                0.92568,                0.74354,                0.95653,                0.80674,                0.81617,                 1.3546,                  1.518,             0.00027552,             0.00027552,             0.00027552
                    484,                 1.0524,                 1.6649,                 1.6013,                0.94223,                0.72474,                0.96743,                0.81199,                0.80509,                 1.3314,                 1.4979,               0.000275,               0.000275,               0.000275
                    485,                 1.0738,                 1.5177,                 1.5995,                0.94223,                0.72474,                0.96743,                0.81199,                0.80509,                 1.3314,                 1.4979,             0.00027448,             0.00027448,             0.00027448
                    486,                 1.1794,                 1.5736,                   1.72,                0.74268,                0.89055,                0.93211,                0.78872,                0.80394,                 1.3307,                 1.4884,             0.00027396,             0.00027396,             0.00027396
                    487,                 1.1012,                 1.5339,                 1.5955,                0.82653,                0.82518,                0.93621,                0.79444,                0.78847,                  1.312,                 1.4767,             0.00027344,             0.00027344,             0.00027344
                    488,                 1.3152,                 1.7881,                 1.7507,                0.83973,                0.83464,                0.93797,                0.80277,                 0.7669,                 1.2999,                 1.4694,             0.00027292,             0.00027292,             0.00027292
                    489,                0.94162,                 1.3848,                 1.5536,                0.83973,                0.83464,                0.93797,                0.80277,                 0.7669,                 1.2999,                 1.4694,              0.0002724,              0.0002724,              0.0002724
                    490,                  1.086,                 1.4799,                 1.6012,                0.81106,                0.83449,                0.93568,                0.77479,                0.79717,                 1.2666,                 1.5179,             0.00027188,             0.00027188,             0.00027188
                    491,                 1.0791,                 1.4592,                 1.6235,                0.81882,                0.85969,                0.93337,                0.76191,                0.82671,                 1.2366,                 1.5578,             0.00027136,             0.00027136,             0.00027136
                    492,                 1.1797,                 1.6193,                 1.7644,                0.84056,                0.87016,                0.92802,                0.77443,                0.80311,                 1.2274,                  1.546,             0.00027084,             0.00027084,             0.00027084
                    493,                 1.0944,                  1.491,                 1.6396,                0.84056,                0.87016,                0.92802,                0.77443,                0.80311,                 1.2274,                  1.546,             0.00027032,             0.00027032,             0.00027032
                    494,                 1.0436,                  1.683,                 1.7122,                0.88307,                 0.8052,                0.95247,                0.80334,                0.76201,                 1.2458,                 1.4958,              0.0002698,              0.0002698,              0.0002698
                    495,                 1.0859,                 1.5512,                 1.6539,                0.84156,                0.84089,                0.95522,                 0.8027,                0.77094,                 1.2776,                 1.4794,             0.00026928,             0.00026928,             0.00026928
                    496,                 1.0041,                  1.351,                 1.5653,                0.71816,                0.98211,                0.95578,                0.79653,                0.81227,                 1.3249,                 1.4817,             0.00026875,             0.00026875,             0.00026875
                    497,                0.97856,                 1.4513,                 1.5535,                0.71816,                0.98211,                0.95578,                0.79653,                0.81227,                 1.3249,                 1.4817,             0.00026823,             0.00026823,             0.00026823
                    498,                 1.1447,                 1.6068,                 1.7248,                0.73827,                0.98163,                0.95893,                0.79434,                0.85735,                 1.3306,                 1.5024,             0.00026771,             0.00026771,             0.00026771
                    499,                 1.0182,                 1.4101,                 1.6184,                0.73072,                0.99714,                0.96371,                0.78557,                0.84193,                 1.3143,                  1.495,             0.00026719,             0.00026719,             0.00026719
                    500,                 1.0533,                 1.4884,                 1.6061,                0.88046,                0.84659,                0.96291,                0.79827,                0.81273,                 1.2847,                  1.492,             0.00026667,             0.00026667,             0.00026667
                    501,                  1.055,                 1.4943,                 1.5913,                0.88046,                0.84659,                0.96291,                0.79827,                0.81273,                 1.2847,                  1.492,             0.00026615,             0.00026615,             0.00026615
                    502,                 1.0929,                 1.6654,                 1.7056,                0.82587,                0.90932,                0.97722,                0.80884,                 0.8343,                 1.3038,                 1.5123,             0.00026563,             0.00026563,             0.00026563
                    503,                 1.0749,                   1.55,                 1.6662,                 0.9051,                0.80493,                 0.9782,                 0.7964,                0.86857,                 1.3551,                 1.5219,             0.00026511,             0.00026511,             0.00026511
                    504,                 1.0331,                 1.4903,                 1.6175,                  0.894,                0.82848,                0.97709,                0.79673,                0.86341,                 1.3868,                 1.5137,             0.00026459,             0.00026459,             0.00026459
                    505,                   1.05,                 1.4195,                 1.5959,                  0.894,                0.82848,                0.97709,                0.79673,                0.86341,                 1.3868,                 1.5137,             0.00026407,             0.00026407,             0.00026407
                    506,                 1.0008,                  1.388,                  1.547,                0.90383,                0.82694,                 0.9782,                0.81033,                0.83836,                 1.3435,                 1.4889,             0.00026355,             0.00026355,             0.00026355
                    507,                 1.0383,                 1.5462,                 1.5366,                  0.845,                0.88679,                 0.9739,                 0.8138,                0.80026,                 1.3078,                 1.4742,             0.00026303,             0.00026303,             0.00026303
                    508,                 1.0383,                 1.4916,                 1.5913,                0.78375,                0.98281,                0.96642,                0.81503,                0.76221,                 1.2479,                  1.451,             0.00026251,             0.00026251,             0.00026251
                    509,                 1.0218,                 1.5406,                 1.5552,                0.78375,                0.98281,                0.96642,                0.81503,                0.76221,                 1.2479,                  1.451,             0.00026198,             0.00026198,             0.00026198
                    510,                 0.9758,                 1.2934,                 1.4994,                0.81327,                0.95735,                 0.9653,                0.82185,                 0.7602,                 1.2271,                 1.4473,             0.00026146,             0.00026146,             0.00026146
                    511,                 1.0169,                 1.4403,                 1.5959,                0.83238,                0.93503,                0.96397,                0.82187,                0.77527,                 1.2278,                 1.4585,             0.00026094,             0.00026094,             0.00026094
                    512,                  1.032,                 1.4067,                 1.6228,                0.83907,                0.91206,                 0.9632,                0.82765,                0.77717,                 1.2378,                 1.4704,             0.00026042,             0.00026042,             0.00026042
                    513,                  1.083,                 1.4528,                 1.5884,                0.83907,                0.91206,                 0.9632,                0.82765,                0.77717,                 1.2378,                 1.4704,              0.0002599,              0.0002599,              0.0002599
                    514,                 1.0602,                  1.479,                 1.5947,                 0.8568,                0.87025,                0.96219,                0.81921,                 0.7787,                 1.2505,                 1.4898,             0.00025938,             0.00025938,             0.00025938
                    515,                0.96755,                 1.3554,                 1.5405,                0.83684,                 0.8598,                0.96289,                0.82762,                0.77562,                 1.2323,                 1.4938,             0.00025886,             0.00025886,             0.00025886
                    516,                 1.0058,                 1.4278,                 1.6249,                0.84391,                0.86941,                0.95301,                 0.8229,                 0.7656,                 1.2249,                 1.4938,             0.00025834,             0.00025834,             0.00025834
                    517,                 1.0392,                 1.4723,                 1.6283,                0.84391,                0.86941,                0.95301,                 0.8229,                 0.7656,                 1.2249,                 1.4938,             0.00025782,             0.00025782,             0.00025782
                    518,                  1.061,                 1.5307,                 1.6033,                0.83904,                0.89652,                0.96662,                0.84555,                0.75466,                 1.2307,                 1.4923,              0.0002573,              0.0002573,              0.0002573
                    519,                 1.1458,                 1.6242,                 1.7739,                0.87204,                0.89367,                0.96821,                0.84686,                0.74361,                 1.2746,                 1.4922,             0.00025678,             0.00025678,             0.00025678
                    520,                0.97504,                 1.3659,                 1.5733,                0.87173,                0.89627,                0.96485,                0.84031,                0.74521,                 1.2908,                 1.4995,             0.00025626,             0.00025626,             0.00025626
                    521,                 1.0649,                 1.4866,                 1.6512,                0.87173,                0.89627,                0.96485,                0.84031,                0.74521,                 1.2908,                 1.4995,             0.00025574,             0.00025574,             0.00025574
                    522,                 1.0893,                 1.5098,                 1.6235,                0.86196,                 0.9101,                0.96923,                0.83841,                0.74426,                 1.3499,                 1.4976,             0.00025522,             0.00025522,             0.00025522
                    523,                 1.0532,                 1.3593,                 1.6041,                0.86034,                0.90983,                0.97523,                0.83245,                0.75268,                 1.4249,                 1.5027,             0.00025469,             0.00025469,             0.00025469
                    524,                 1.0093,                 1.4469,                 1.6308,                0.85024,                0.92875,                0.98203,                0.83138,                0.75976,                 1.4172,                 1.5011,             0.00025417,             0.00025417,             0.00025417
                    525,                  1.087,                 1.6076,                 1.6462,                0.85024,                0.92875,                0.98203,                0.83138,                0.75976,                 1.4172,                 1.5011,             0.00025365,             0.00025365,             0.00025365
                    526,                0.99093,                 1.4425,                 1.5913,                0.83141,                0.93671,                0.97736,                0.82213,                0.76632,                 1.3867,                 1.4956,             0.00025313,             0.00025313,             0.00025313
                    527,                 1.0179,                 1.4342,                 1.5747,                0.80793,                0.98453,                0.94216,                0.79986,                0.75629,                 1.3495,                 1.4546,             0.00025261,             0.00025261,             0.00025261
                    528,                  1.081,                 1.4615,                 1.6016,                0.79041,                0.99438,                0.93956,                0.80479,                0.75465,                 1.3151,                 1.4307,             0.00025209,             0.00025209,             0.00025209
                    529,                 1.0092,                 1.4808,                 1.5873,                0.79041,                0.99438,                0.93956,                0.80479,                0.75465,                 1.3151,                 1.4307,             0.00025157,             0.00025157,             0.00025157
                    530,                 1.1314,                 1.6096,                 1.6445,                0.78268,                0.99652,                0.94179,                0.80105,                0.78388,                 1.3475,                 1.4216,             0.00025105,             0.00025105,             0.00025105
                    531,                 1.1224,                 1.6961,                 1.6116,                 0.7479,                0.98899,                0.97403,                0.81437,                 0.7827,                 1.3374,                  1.416,             0.00025053,             0.00025053,             0.00025053
                    532,                 1.0468,                 1.5338,                 1.6308,                0.72373,                0.99449,                0.95864,                0.80335,                0.73543,                 1.3061,                 1.3952,             0.00025001,             0.00025001,             0.00025001
                    533,                 1.0395,                 1.3685,                 1.5109,                0.72373,                0.99449,                0.95864,                0.80335,                0.73543,                 1.3061,                 1.3952,             0.00024949,             0.00024949,             0.00024949
                    534,                 1.0349,                 1.4514,                  1.627,                0.84175,                0.87919,                 0.9668,                0.81375,                0.69511,                 1.2709,                  1.391,             0.00024897,             0.00024897,             0.00024897
                    535,                 1.1104,                 1.6144,                 1.7171,                0.86133,                0.84546,                0.96337,                0.81041,                 0.7064,                 1.2548,                 1.4053,             0.00024845,             0.00024845,             0.00024845
                    536,                 1.0493,                 1.5303,                 1.6344,                0.78912,                0.86576,                0.95798,                0.81446,                 0.7267,                 1.2586,                 1.4326,             0.00024792,             0.00024792,             0.00024792
                    537,                 1.0524,                 1.4902,                 1.6146,                0.78912,                0.86576,                0.95798,                0.81446,                 0.7267,                 1.2586,                 1.4326,              0.0002474,              0.0002474,              0.0002474
                    538,                 1.0946,                 1.4708,                 1.6364,                0.75945,                0.87333,                0.95976,                0.81449,                0.75523,                 1.2464,                 1.4646,             0.00024688,             0.00024688,             0.00024688
                    539,                0.97388,                 1.5516,                  1.608,                0.86344,                0.81342,                0.96797,                0.82174,                0.75087,                 1.2495,                 1.4749,             0.00024636,             0.00024636,             0.00024636
                    540,                0.98629,                 1.4168,                 1.5304,                0.79372,                0.88146,                0.96616,                   0.83,                0.73365,                 1.2672,                 1.4694,             0.00024584,             0.00024584,             0.00024584
                    541,                 0.9641,                 1.3853,                 1.5348,                0.79372,                0.88146,                0.96616,                   0.83,                0.73365,                 1.2672,                 1.4694,             0.00024532,             0.00024532,             0.00024532
                    542,                 1.0307,                 1.5295,                 1.6186,                0.84062,                0.85406,                0.97027,                0.82394,                0.73402,                 1.2668,                 1.4583,              0.0002448,              0.0002448,              0.0002448
                    543,                0.99655,                 1.4175,                 1.5557,                0.87461,                0.85746,                0.97414,                0.83984,                0.74421,                 1.2389,                 1.4555,             0.00024428,             0.00024428,             0.00024428
                    544,                 1.0205,                 1.4791,                 1.6305,                0.89683,                0.84513,                0.97456,                0.83757,                0.74788,                 1.2147,                  1.451,             0.00024376,             0.00024376,             0.00024376
                    545,                0.97909,                 1.4764,                 1.5515,                0.89683,                0.84513,                0.97456,                0.83757,                0.74788,                 1.2147,                  1.451,             0.00024324,             0.00024324,             0.00024324
                    546,                 1.0248,                 1.4121,                 1.5831,                0.90805,                0.84816,                0.97651,                0.83158,                0.75113,                 1.1861,                 1.4502,             0.00024272,             0.00024272,             0.00024272
                    547,                0.95132,                 1.5086,                 1.5466,                 0.7683,                0.96293,                0.97493,                 0.8353,                0.75705,                 1.1739,                 1.4467,              0.0002422,              0.0002422,              0.0002422
                    548,                 1.0114,                 1.3943,                 1.5819,                0.78572,                0.95979,                 0.9717,                0.82836,                 0.7421,                 1.1812,                 1.4293,             0.00024168,             0.00024168,             0.00024168
                    549,                 1.0342,                 1.4665,                 1.6345,                0.78572,                0.95979,                 0.9717,                0.82836,                 0.7421,                 1.1812,                 1.4293,             0.00024116,             0.00024116,             0.00024116
                    550,                 0.9823,                 1.4354,                 1.5703,                0.80242,                0.95351,                 0.9747,                0.82084,                0.74825,                 1.2034,                 1.4226,             0.00024063,             0.00024063,             0.00024063
                    551,                0.99454,                 1.3877,                 1.5707,                0.81463,                0.93717,                0.97569,                0.81522,                0.74486,                 1.2306,                 1.4268,             0.00024011,             0.00024011,             0.00024011
                    552,                0.88808,                 1.2407,                 1.4916,                0.81657,                0.93784,                0.97507,                0.81298,                0.74091,                 1.2175,                  1.419,             0.00023959,             0.00023959,             0.00023959
                    553,                0.99899,                 1.3155,                 1.5141,                0.81657,                0.93784,                0.97507,                0.81298,                0.74091,                 1.2175,                  1.419,             0.00023907,             0.00023907,             0.00023907
                    554,                0.98733,                 1.5672,                 1.5591,                0.80665,                0.95274,                0.97745,                0.81128,                 0.7451,                 1.2181,                 1.4125,             0.00023855,             0.00023855,             0.00023855
                    555,                0.99838,                 1.4357,                 1.5232,                0.80768,                0.95507,                0.97602,                0.82121,                0.75607,                 1.2167,                 1.4177,             0.00023803,             0.00023803,             0.00023803
                    556,                0.95412,                 1.2867,                 1.5519,                0.79133,                0.97655,                0.97754,                0.81607,                0.76939,                 1.2008,                 1.4184,             0.00023751,             0.00023751,             0.00023751
                    557,                 1.1224,                 1.5173,                 1.6989,                0.79133,                0.97655,                0.97754,                0.81607,                0.76939,                 1.2008,                 1.4184,             0.00023699,             0.00023699,             0.00023699
                    558,                0.99213,                 1.3998,                 1.5438,                0.73652,                 0.9949,                0.97532,                0.81808,                0.78208,                 1.1965,                 1.4302,             0.00023647,             0.00023647,             0.00023647
                    559,                0.97835,                 1.4158,                 1.5898,                0.88549,                0.88948,                0.97544,                0.81424,                0.77415,                 1.1919,                 1.4367,             0.00023595,             0.00023595,             0.00023595
                    560,                 1.0548,                 1.5002,                 1.6222,                0.90504,                0.87255,                0.97589,                0.80248,                0.76563,                 1.1878,                 1.4359,             0.00023543,             0.00023543,             0.00023543
                    561,                0.93907,                 1.3232,                  1.562,                0.90504,                0.87255,                0.97589,                0.80248,                0.76563,                 1.1878,                 1.4359,             0.00023491,             0.00023491,             0.00023491
                    562,                 1.0622,                 1.4625,                 1.6903,                0.88853,                0.88366,                0.97564,                 0.8196,                0.75912,                 1.1878,                 1.4372,             0.00023439,             0.00023439,             0.00023439
                    563,                0.98183,                 1.4886,                 1.5654,                0.86722,                0.91204,                0.97761,                0.83052,                0.73339,                 1.1921,                 1.4251,             0.00023386,             0.00023386,             0.00023386
                    564,                0.92695,                 1.3392,                 1.4804,                0.86855,                0.91519,                0.97983,                0.84635,                0.70276,                 1.1559,                 1.4144,             0.00023334,             0.00023334,             0.00023334
