                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    207,                 1.5893,                 2.4105,                 2.2595,                0.60093,                0.73688,                0.78012,                0.52588,                 1.4365,                 2.5065,                  2.201,             0.00041925,             0.00041925,             0.00041925
                    208,                 1.7309,                 2.4761,                 2.3093,                0.59074,                0.66271,                0.74339,                0.52733,                 1.4015,                 2.4543,                 2.1955,             0.00041873,             0.00041873,             0.00041873
                    209,                 1.7364,                 2.4625,                  2.217,                0.59074,                0.66271,                0.74339,                0.52733,                 1.4015,                 2.4543,                 2.1955,             0.00041821,             0.00041821,             0.00041821
                    210,                 1.8746,                 2.7441,                 2.3512,                0.71823,                0.57831,                0.72797,                0.51237,                  1.417,                 2.4223,                 2.2086,             0.00041769,             0.00041769,             0.00041769
                    211,                 1.7241,                 2.2845,                 2.1903,                0.67014,                0.63294,                0.72116,                0.51298,                 1.3973,                 2.3805,                 2.1913,             0.00041717,             0.00041717,             0.00041717
                    212,                 1.5958,                 2.3165,                 2.1775,                0.62128,                0.62966,                0.72048,                0.51961,                  1.343,                 2.3173,                 2.1843,             0.00041664,             0.00041664,             0.00041664
                    213,                  1.637,                 2.4659,                 2.1134,                0.62128,                0.62966,                0.72048,                0.51961,                  1.343,                 2.3173,                 2.1843,             0.00041612,             0.00041612,             0.00041612
                    214,                 1.6838,                 2.6074,                 2.2313,                0.60359,                0.60102,                0.73031,                 0.5354,                 1.3461,                  2.302,                 2.1932,              0.0004156,              0.0004156,              0.0004156
                    215,                 1.6864,                 2.4383,                 2.2456,                0.63202,                0.61873,                 0.7429,                0.53456,                 1.3342,                 2.2852,                 2.1557,             0.00041508,             0.00041508,             0.00041508
                    216,                 1.7676,                  2.708,                 2.3311,                0.53245,                0.67758,                0.75219,                0.55086,                 1.2901,                 2.2957,                 2.0926,             0.00041456,             0.00041456,             0.00041456
                    217,                 1.7248,                 2.6979,                 2.1731,                0.53245,                0.67758,                0.75219,                0.55086,                 1.2901,                 2.2957,                 2.0926,             0.00041404,             0.00041404,             0.00041404
                    218,                  1.654,                 2.6642,                 2.2267,                0.66044,                0.59704,                0.77351,                0.55279,                 1.2807,                 2.3411,                 2.0806,             0.00041352,             0.00041352,             0.00041352
                    219,                 1.6168,                 2.3353,                  2.131,                0.69383,                0.58729,                0.77079,                 0.5348,                 1.2955,                 2.3961,                 2.0827,               0.000413,               0.000413,               0.000413
                    220,                 1.7144,                 2.8736,                 2.3073,                0.70652,                 0.6391,                0.76476,                0.51947,                 1.3171,                 2.3703,                 2.0934,             0.00041248,             0.00041248,             0.00041248
                    221,                 1.7194,                  2.627,                  2.304,                0.70652,                 0.6391,                0.76476,                0.51947,                 1.3171,                 2.3703,                 2.0934,             0.00041196,             0.00041196,             0.00041196
                    222,                 1.8492,                 2.7749,                 2.2347,                  0.831,                0.58246,                0.75284,                0.51243,                 1.3321,                 2.4079,                 2.1099,             0.00041144,             0.00041144,             0.00041144
                    223,                 1.6543,                 2.3845,                 2.1565,                0.79134,                0.54262,                0.74652,                0.49827,                 1.3297,                 2.4177,                 2.1042,             0.00041092,             0.00041092,             0.00041092
                    224,                 1.6686,                  2.534,                 2.2978,                0.68949,                0.56851,                0.77855,                 0.5163,                 1.3202,                 2.3877,                 2.0713,              0.0004104,              0.0004104,              0.0004104
                    225,                 1.4876,                 2.2715,                 2.1378,                0.68949,                0.56851,                0.77855,                 0.5163,                 1.3202,                 2.3877,                 2.0713,             0.00040987,             0.00040987,             0.00040987
                    226,                 1.8055,                 2.8357,                 2.3689,                0.59022,                0.76269,                0.79345,                0.52631,                  1.326,                 2.3762,                 2.0376,             0.00040935,             0.00040935,             0.00040935
                    227,                 1.7756,                 2.6752,                 2.3197,                0.59149,                0.78963,                0.79575,                0.52652,                 1.3366,                 2.3781,                 2.0343,             0.00040883,             0.00040883,             0.00040883
                    228,                 1.6496,                  2.288,                 2.2224,                0.53228,                0.77548,                0.78843,                0.53449,                 1.3253,                 2.3872,                  2.035,             0.00040831,             0.00040831,             0.00040831
                    229,                 1.6807,                 2.5237,                  2.231,                0.53228,                0.77548,                0.78843,                0.53449,                 1.3253,                 2.3872,                  2.035,             0.00040779,             0.00040779,             0.00040779
                    230,                 1.6528,                 2.5245,                 2.1186,                0.73005,                0.63193,                0.78501,                0.54861,                  1.306,                 2.4256,                 2.0503,             0.00040727,             0.00040727,             0.00040727
                    231,                 1.5626,                 2.2729,                 2.1437,                0.75617,                0.63824,                0.80813,                0.56193,                 1.3177,                 2.4069,                 2.0733,             0.00040675,             0.00040675,             0.00040675
                    232,                 1.6254,                 2.5225,                 2.2041,                0.80317,                0.61772,                0.80943,                0.57007,                 1.3031,                 2.3981,                 2.0578,             0.00040623,             0.00040623,             0.00040623
                    233,                 1.5644,                 2.2121,                 2.1921,                0.80317,                0.61772,                0.80943,                0.57007,                 1.3031,                 2.3981,                 2.0578,             0.00040571,             0.00040571,             0.00040571
                    234,                 1.5968,                 2.1853,                 2.2124,                0.68117,                0.66132,                0.77548,                0.55787,                 1.2631,                 2.5307,                  2.042,             0.00040519,             0.00040519,             0.00040519
                    235,                 1.6241,                 2.3347,                 2.1722,                0.73805,                0.61022,                 0.7537,                 0.5419,                  1.265,                 2.5226,                 2.0721,             0.00040467,             0.00040467,             0.00040467
                    236,                 1.5046,                 2.1975,                 2.0918,                0.72507,                0.59484,                0.75269,                0.51937,                  1.288,                 2.4252,                 2.1091,             0.00040415,             0.00040415,             0.00040415
                    237,                   1.48,                 2.4324,                 2.1206,                0.72507,                0.59484,                0.75269,                0.51937,                  1.288,                 2.4252,                 2.1091,             0.00040363,             0.00040363,             0.00040363
                    238,                 1.5726,                 2.2002,                 2.1221,                0.78565,                0.59561,                0.76592,                0.52874,                 1.2594,                 2.3617,                 2.0836,             0.00040311,             0.00040311,             0.00040311
                    239,                 1.6576,                 2.3582,                 2.3253,                0.77728,                0.61034,                0.77807,                0.55224,                 1.2249,                 2.3051,                 2.0393,             0.00040258,             0.00040258,             0.00040258
                    240,                 1.5439,                 2.4437,                 2.1507,                0.61787,                0.77744,                0.80634,                0.56727,                  1.218,                 2.2702,                 2.0364,             0.00040206,             0.00040206,             0.00040206
                    241,                 1.6144,                 2.3093,                 2.2235,                0.61787,                0.77744,                0.80634,                0.56727,                  1.218,                 2.2702,                 2.0364,             0.00040154,             0.00040154,             0.00040154
                    242,                 1.5994,                 2.3899,                 2.1206,                 0.6792,                0.72014,                0.81351,                0.57107,                 1.2492,                 2.2325,                 2.0523,             0.00040102,             0.00040102,             0.00040102
                    243,                 1.5839,                 2.2514,                 2.1679,                0.70363,                0.63967,                0.80735,                 0.5507,                 1.3173,                 2.2404,                 2.0863,              0.0004005,              0.0004005,              0.0004005
                    244,                 1.5122,                 2.2464,                 2.0649,                0.68393,                0.68697,                0.81594,                0.56124,                 1.3456,                 2.2316,                 2.0981,             0.00039998,             0.00039998,             0.00039998
                    245,                 1.5841,                 2.6003,                 2.2645,                0.68393,                0.68697,                0.81594,                0.56124,                 1.3456,                 2.2316,                 2.0981,             0.00039946,             0.00039946,             0.00039946
                    246,                 1.4188,                 2.0263,                 2.0253,                0.71107,                0.66085,                0.79613,                0.55509,                 1.3105,                 2.1875,                 2.0928,             0.00039894,             0.00039894,             0.00039894
                    247,                 1.4753,                  2.121,                 2.1414,                0.69878,                0.65421,                0.78246,                0.54981,                 1.2824,                 2.1356,                 2.0663,             0.00039842,             0.00039842,             0.00039842
                    248,                 1.4913,                 2.4084,                 2.0708,                0.64803,                0.65818,                0.79346,                0.55644,                  1.245,                 2.1626,                 2.0453,              0.0003979,              0.0003979,              0.0003979
                    249,                 1.7317,                 2.6601,                 2.2348,                0.64803,                0.65818,                0.79346,                0.55644,                  1.245,                 2.1626,                 2.0453,             0.00039738,             0.00039738,             0.00039738
                    250,                 1.4621,                 2.2812,                 2.1454,                0.73319,                0.63958,                0.79783,                0.56641,                 1.2379,                 2.2902,                 2.0314,             0.00039686,             0.00039686,             0.00039686
                    251,                 1.4941,                 2.2399,                 2.1183,                0.78414,                0.62297,                 0.7865,                0.53994,                 1.3032,                 2.3432,                  2.041,             0.00039634,             0.00039634,             0.00039634
                    252,                 1.5962,                 2.1639,                 2.0938,                0.86705,                0.59975,                0.80679,                 0.5447,                 1.3063,                 2.3443,                  2.052,             0.00039581,             0.00039581,             0.00039581
                    253,                  1.528,                 2.2036,                 2.1792,                0.86705,                0.59975,                0.80679,                 0.5447,                 1.3063,                 2.3443,                  2.052,             0.00039529,             0.00039529,             0.00039529
                    254,                 1.6053,                 2.3169,                 2.2439,                0.73812,                0.69762,                0.79404,                 0.5394,                 1.2927,                 2.3086,                 2.0514,             0.00039477,             0.00039477,             0.00039477
                    255,                 1.5623,                 2.2557,                 2.1393,                 0.7776,                0.65921,                0.78439,                0.54987,                 1.2914,                 2.2269,                 2.0471,             0.00039425,             0.00039425,             0.00039425
                    256,                   1.37,                   2.09,                 2.1238,                0.76118,                 0.6771,                0.79559,                0.57644,                 1.2874,                 2.1338,                 2.0584,             0.00039373,             0.00039373,             0.00039373
                    257,                 1.6643,                 2.1629,                   2.07,                0.76118,                 0.6771,                0.79559,                0.57644,                 1.2874,                 2.1338,                 2.0584,             0.00039321,             0.00039321,             0.00039321
                    258,                 1.6402,                 2.3509,                 2.2181,                0.76112,                0.70769,                0.81294,                0.57766,                 1.2949,                 2.0854,                 2.1127,             0.00039269,             0.00039269,             0.00039269
                    259,                 1.5828,                 2.3597,                 2.2073,                0.80955,                0.67922,                0.82397,                0.58213,                 1.3478,                  2.023,                 2.1453,             0.00039217,             0.00039217,             0.00039217
                    260,                 1.6073,                 2.4482,                  2.117,                0.82495,                0.70573,                0.83834,                0.60608,                 1.3248,                 1.9897,                 2.0908,             0.00039165,             0.00039165,             0.00039165
                    261,                 1.5006,                 2.2138,                  2.071,                0.82495,                0.70573,                0.83834,                0.60608,                 1.3248,                 1.9897,                 2.0908,             0.00039113,             0.00039113,             0.00039113
                    262,                 1.5127,                 2.4027,                 2.1247,                0.81561,                0.76138,                0.85422,                0.62123,                  1.276,                 1.9952,                 2.0102,             0.00039061,             0.00039061,             0.00039061
                    263,                 1.5359,                 2.2464,                 2.1824,                0.80638,                0.68563,                 0.8202,                  0.625,                 1.2043,                 1.9638,                 1.9368,             0.00039009,             0.00039009,             0.00039009
                    264,                 1.4271,                 2.1962,                 2.0072,                 0.7741,                0.66629,                 0.8154,                0.62816,                 1.1738,                 1.9685,                 1.9007,             0.00038957,             0.00038957,             0.00038957
                    265,                 1.5327,                  2.229,                 2.1047,                 0.7741,                0.66629,                 0.8154,                0.62816,                 1.1738,                 1.9685,                 1.9007,             0.00038905,             0.00038905,             0.00038905
                    266,                 1.5964,                 2.4256,                 2.1675,                0.71238,                0.66832,                0.82157,                0.62847,                 1.1908,                  1.975,                  1.905,             0.00038852,             0.00038852,             0.00038852
                    267,                 1.6103,                 2.1901,                 2.1225,                0.76283,                0.60852,                0.80374,                0.60895,                 1.1914,                 2.0539,                 1.9112,               0.000388,               0.000388,               0.000388
                    268,                 1.5685,                 2.4383,                 2.2203,                0.74534,                0.61429,                0.79377,                0.60208,                 1.1601,                 2.0848,                   1.88,             0.00038748,             0.00038748,             0.00038748
                    269,                 1.5005,                 2.2523,                 2.0626,                0.74534,                0.61429,                0.79377,                0.60208,                 1.1601,                 2.0848,                   1.88,             0.00038696,             0.00038696,             0.00038696
                    270,                 1.4721,                 2.3137,                 2.0383,                0.67183,                0.68563,                0.82696,                0.60736,                 1.1699,                  2.101,                  1.883,             0.00038644,             0.00038644,             0.00038644
                    271,                  1.511,                  2.313,                 2.1259,                0.79634,                0.64085,                 0.8439,                0.60666,                 1.2096,                 2.1066,                 1.8936,             0.00038592,             0.00038592,             0.00038592
                    272,                 1.4913,                  2.436,                  2.115,                0.74885,                0.76352,                 0.8791,                 0.6287,                  1.222,                 2.1446,                 1.8899,              0.0003854,              0.0003854,              0.0003854
                    273,                 1.5233,                  2.055,                  2.081,                0.74885,                0.76352,                 0.8791,                 0.6287,                  1.222,                 2.1446,                 1.8899,             0.00038488,             0.00038488,             0.00038488
                    274,                 1.5552,                 2.4113,                 2.1103,                0.72027,                0.72226,                0.86165,                0.61879,                 1.2049,                 2.1721,                   1.87,             0.00038436,             0.00038436,             0.00038436
                    275,                 1.5421,                 2.1477,                 2.1583,                 0.7461,                0.70288,                0.87392,                0.64703,                 1.1525,                 2.1467,                 1.8329,             0.00038384,             0.00038384,             0.00038384
                    276,                 1.4929,                  2.179,                 2.0554,                0.73369,                0.72597,                0.87471,                0.67679,                 1.1148,                 2.1415,                 1.8139,             0.00038332,             0.00038332,             0.00038332
                    277,                 1.5107,                 2.1592,                 2.0394,                0.73369,                0.72597,                0.87471,                0.67679,                 1.1148,                 2.1415,                 1.8139,              0.0003828,              0.0003828,              0.0003828
                    278,                 1.4017,                 2.0977,                  2.061,                0.75152,                0.76158,                0.87591,                0.67402,                   1.12,                 2.1247,                 1.8455,             0.00038228,             0.00038228,             0.00038228
                    279,                 1.5414,                 2.1614,                 1.9837,                0.66694,                0.80988,                 0.8726,                0.65015,                  1.147,                 2.2327,                 1.9046,             0.00038176,             0.00038176,             0.00038176
                    280,                 1.4008,                  2.106,                 2.0789,                0.77998,                0.69643,                0.88517,                0.64765,                 1.1863,                 2.3954,                 1.9631,             0.00038123,             0.00038123,             0.00038123
                    281,                   1.54,                    2.3,                 2.0796,                0.77998,                0.69643,                0.88517,                0.64765,                 1.1863,                 2.3954,                 1.9631,             0.00038071,             0.00038071,             0.00038071
                    282,                 1.5882,                 2.1604,                 2.0861,                0.81869,                0.67381,                0.90631,                0.64665,                 1.2661,                  2.644,                 2.0656,             0.00038019,             0.00038019,             0.00038019
                    283,                 1.4915,                 2.2763,                 2.0914,                0.76898,                 0.7357,                0.90453,                0.64734,                 1.2758,                 2.4671,                 2.0796,             0.00037967,             0.00037967,             0.00037967
                    284,                 1.6199,                 2.2674,                 2.0637,                0.73066,                0.78923,                0.86181,                0.62644,                 1.2292,                 2.1875,                 2.0055,             0.00037915,             0.00037915,             0.00037915
                    285,                 1.3685,                 2.1359,                 2.0097,                0.73066,                0.78923,                0.86181,                0.62644,                 1.2292,                 2.1875,                 2.0055,             0.00037863,             0.00037863,             0.00037863
                    286,                 1.4895,                 2.1175,                 1.9721,                0.70151,                0.78999,                0.86368,                0.62484,                 1.2322,                 2.0251,                 1.9795,             0.00037811,             0.00037811,             0.00037811
                    287,                 1.3529,                 2.0281,                 1.9658,                0.70463,                0.78199,                0.85874,                0.60499,                 1.2167,                 1.9909,                 1.9626,             0.00037759,             0.00037759,             0.00037759
                    288,                 1.4267,                  2.433,                 2.1406,                0.73231,                0.75542,                0.86577,                0.61725,                 1.1865,                 1.9891,                 1.9547,             0.00037707,             0.00037707,             0.00037707
                    289,                 1.4038,                 2.0489,                 2.0135,                0.73231,                0.75542,                0.86577,                0.61725,                 1.1865,                 1.9891,                 1.9547,             0.00037655,             0.00037655,             0.00037655
                    290,                  1.433,                 2.2479,                 2.0499,                 0.7956,                0.81729,                0.87513,                0.61965,                 1.1938,                   1.98,                 1.9867,             0.00037603,             0.00037603,             0.00037603
                    291,                 1.3604,                 1.9389,                 1.8918,                0.78236,                0.79181,                0.90828,                0.65301,                 1.1936,                 2.0018,                 2.0236,             0.00037551,             0.00037551,             0.00037551
                    292,                 1.2879,                 1.9094,                 1.9691,                0.78248,                0.78408,                0.93639,                0.70727,                 1.1834,                 2.0701,                 2.0293,             0.00037499,             0.00037499,             0.00037499
                    293,                 1.3194,                 1.8056,                  1.866,                0.78248,                0.78408,                0.93639,                0.70727,                 1.1834,                 2.0701,                 2.0293,             0.00037446,             0.00037446,             0.00037446
                    294,                  1.364,                 2.1518,                 1.9989,                0.80227,                0.71077,                 0.8992,                0.68755,                 1.1769,                 2.0565,                 2.0225,             0.00037394,             0.00037394,             0.00037394
                    295,                 1.3218,                 2.1559,                 1.9981,                0.77194,                0.73599,                0.88309,                  0.663,                 1.1357,                 2.0256,                 1.9571,             0.00037342,             0.00037342,             0.00037342
                    296,                 1.3312,                 2.1305,                 1.9788,                 0.7815,                 0.7341,                0.84561,                0.62041,                 1.1456,                 1.9427,                  1.924,              0.0003729,              0.0003729,              0.0003729
                    297,                 1.4229,                 1.9223,                 1.9812,                 0.7815,                 0.7341,                0.84561,                0.62041,                 1.1456,                 1.9427,                  1.924,             0.00037238,             0.00037238,             0.00037238
                    298,                 1.4305,                 2.3665,                 2.0737,                0.82081,                0.73753,                0.86029,                0.61107,                 1.1632,                 1.9013,                 1.9073,             0.00037186,             0.00037186,             0.00037186
                    299,                 1.4304,                 2.1519,                 1.9304,                0.70847,                0.78614,                0.89289,                0.64213,                 1.1656,                 1.9104,                 1.9179,             0.00037134,             0.00037134,             0.00037134
                    300,                  1.415,                 2.2034,                  1.929,                0.72949,                0.84421,                0.89275,                0.66245,                 1.1267,                  1.931,                 1.9111,             0.00037082,             0.00037082,             0.00037082
                    301,                 1.3719,                 2.1304,                  1.967,                0.72949,                0.84421,                0.89275,                0.66245,                 1.1267,                  1.931,                 1.9111,              0.0003703,              0.0003703,              0.0003703
                    302,                 1.4261,                 2.1198,                 1.9989,                0.71603,                0.84079,                0.89027,                0.66791,                 1.0946,                 1.9748,                 1.9045,             0.00036978,             0.00036978,             0.00036978
                    303,                 1.2774,                 1.7385,                 1.8749,                0.73043,                0.86464,                0.89823,                0.68771,                 1.0542,                 1.9452,                 1.8671,             0.00036926,             0.00036926,             0.00036926
                    304,                 1.3949,                 2.1408,                 2.0356,                0.72193,                0.88015,                0.90511,                0.68615,                 1.0259,                 1.9358,                 1.8326,             0.00036874,             0.00036874,             0.00036874
                    305,                 1.4302,                 2.1291,                 2.0421,                0.72193,                0.88015,                0.90511,                0.68615,                 1.0259,                 1.9358,                 1.8326,             0.00036822,             0.00036822,             0.00036822
                    306,                 1.4287,                 2.1511,                 1.9998,                0.68224,                0.87063,                0.90384,                0.69441,                 1.0422,                 1.9368,                 1.8148,              0.0003677,              0.0003677,              0.0003677
                    307,                  1.401,                 1.9486,                 1.9409,                 0.7965,                0.75807,                0.85578,                0.65193,                 1.0716,                 1.9186,                 1.8013,             0.00036717,             0.00036717,             0.00036717
                    308,                 1.3576,                 2.0325,                 1.9334,                0.84445,                0.74708,                0.86983,                0.66841,                 1.1022,                 1.9379,                 1.8001,             0.00036665,             0.00036665,             0.00036665
                    309,                 1.2898,                 1.8979,                 1.8816,                0.84445,                0.74708,                0.86983,                0.66841,                 1.1022,                 1.9379,                 1.8001,             0.00036613,             0.00036613,             0.00036613
                    310,                  1.515,                 2.2691,                 2.0363,                0.82299,                0.72772,                0.87088,                0.66425,                 1.1198,                 2.0167,                 1.7913,             0.00036561,             0.00036561,             0.00036561
                    311,                 1.2483,                 1.7698,                  1.861,                0.84948,                0.74622,                0.88036,                0.68689,                 1.1366,                 2.0686,                 1.8046,             0.00036509,             0.00036509,             0.00036509
                    312,                 1.4515,                  1.953,                 1.8716,                0.82881,                 0.7603,                0.87936,                0.68497,                 1.1148,                 2.0384,                  1.799,             0.00036457,             0.00036457,             0.00036457
                    313,                 1.3724,                 1.9967,                 1.9206,                0.82881,                 0.7603,                0.87936,                0.68497,                 1.1148,                 2.0384,                  1.799,             0.00036405,             0.00036405,             0.00036405
                    314,                 1.4476,                 2.1577,                 1.9869,                0.84809,                0.74886,                0.90301,                0.69892,                 1.0975,                 1.9786,                 1.7908,             0.00036353,             0.00036353,             0.00036353
                    315,                 1.3028,                 1.9711,                 1.8634,                0.81491,                0.81534,                  0.917,                0.71659,                 1.0865,                 1.8819,                 1.7806,             0.00036301,             0.00036301,             0.00036301
                    316,                  1.416,                 2.0384,                 1.9674,                0.80975,                0.84342,                0.91819,                0.72808,                 1.0766,                 1.8107,                 1.7762,             0.00036249,             0.00036249,             0.00036249
                    317,                 1.4035,                 2.1286,                 2.0505,                0.80975,                0.84342,                0.91819,                0.72808,                 1.0766,                 1.8107,                 1.7762,             0.00036197,             0.00036197,             0.00036197
                    318,                 1.2734,                 2.0021,                 1.9151,                0.74975,                0.89801,                0.92446,                0.71225,                 1.0932,                  1.814,                 1.7845,             0.00036145,             0.00036145,             0.00036145
                    319,                 1.4132,                 2.0583,                 1.9663,                0.75251,                0.86127,                0.88159,                0.66047,                  1.118,                 1.8038,                 1.8098,             0.00036093,             0.00036093,             0.00036093
                    320,                 1.4183,                 1.9915,                 2.0346,                0.71664,                0.85321,                0.89491,                0.67084,                 1.0974,                  1.758,                 1.7968,              0.0003604,              0.0003604,              0.0003604
                    321,                 1.3491,                 2.0148,                 1.9521,                0.71664,                0.85321,                0.89491,                0.67084,                 1.0974,                  1.758,                 1.7968,             0.00035988,             0.00035988,             0.00035988
                    322,                 1.2573,                 1.7813,                 1.8896,                0.70093,                0.82906,                0.87039,                0.67348,                 1.0623,                 1.7386,                 1.7791,             0.00035936,             0.00035936,             0.00035936
                    323,                 1.3697,                 1.9072,                 1.9588,                0.81388,                0.75386,                0.87432,                0.67696,                 1.0397,                 1.7256,                 1.7749,             0.00035884,             0.00035884,             0.00035884
                    324,                 1.3764,                 1.8559,                 1.9139,                0.81324,                0.79659,                0.87272,                0.68108,                 1.0375,                 1.7165,                 1.7784,             0.00035832,             0.00035832,             0.00035832
                    325,                 1.3296,                  2.096,                 1.9622,                0.81324,                0.79659,                0.87272,                0.68108,                 1.0375,                 1.7165,                 1.7784,              0.0003578,              0.0003578,              0.0003578
                    326,                 1.3491,                  1.913,                 1.9286,                0.66996,                0.90992,                0.89504,                0.68217,                 1.0636,                 1.7234,                 1.8052,             0.00035728,             0.00035728,             0.00035728
                    327,                 1.3583,                 1.7976,                 1.8682,                0.72828,                0.84903,                0.90207,                0.68016,                 1.1038,                  1.722,                 1.8585,             0.00035676,             0.00035676,             0.00035676
                    328,                 1.3438,                 1.8982,                 1.9017,                0.74176,                0.80795,                0.90273,                 0.6696,                 1.1347,                 1.7923,                 1.8693,             0.00035624,             0.00035624,             0.00035624
                    329,                 1.3468,                 2.0857,                 1.9339,                0.74176,                0.80795,                0.90273,                 0.6696,                 1.1347,                 1.7923,                 1.8693,             0.00035572,             0.00035572,             0.00035572
                    330,                 1.3505,                 2.0836,                 1.9126,                0.73685,                0.84461,                0.91365,                0.69371,                 1.1861,                 1.8756,                 1.8912,              0.0003552,              0.0003552,              0.0003552
                    331,                  1.672,                 2.3088,                  2.089,                0.70166,                0.86208,                0.91008,                0.67317,                 1.2058,                  1.952,                 1.9027,             0.00035468,             0.00035468,             0.00035468
                    332,                 1.3086,                   1.83,                 1.9138,                0.78752,                0.79506,                0.90039,                0.67597,                 1.1706,                 1.9571,                 1.8666,             0.00035416,             0.00035416,             0.00035416
                    333,                 1.3085,                 1.8376,                 1.8607,                0.78752,                0.79506,                0.90039,                0.67597,                 1.1706,                 1.9571,                 1.8666,             0.00035364,             0.00035364,             0.00035364
                    334,                 1.2046,                 1.6586,                 1.8417,                0.76574,                0.73258,                0.88953,                0.69116,                 1.0838,                 1.8872,                 1.7919,             0.00035311,             0.00035311,             0.00035311
                    335,                 1.3454,                 2.0781,                 1.9496,                 0.7985,                0.68849,                0.84677,                0.67613,                 1.0231,                 1.7886,                 1.7481,             0.00035259,             0.00035259,             0.00035259
                    336,                 1.2379,                 1.8123,                 1.8006,                0.83823,                  0.711,                0.85884,                0.68605,                0.99352,                 1.7108,                 1.7177,             0.00035207,             0.00035207,             0.00035207
                    337,                 1.5291,                 2.1507,                 2.0451,                0.83823,                  0.711,                0.85884,                0.68605,                0.99352,                 1.7108,                 1.7177,             0.00035155,             0.00035155,             0.00035155
                    338,                 1.3271,                  1.906,                 1.8881,                0.73909,                0.74455,                0.89668,                0.70513,                 0.9664,                  1.707,                 1.6837,             0.00035103,             0.00035103,             0.00035103
                    339,                 1.2695,                 1.8541,                 1.8596,                0.72316,                0.81463,                0.90073,                0.69117,                0.96507,                 1.7006,                 1.6804,             0.00035051,             0.00035051,             0.00035051
                    340,                 1.3395,                 1.9249,                   1.86,                0.77822,                 0.7761,                0.89942,                0.67584,                0.99105,                 1.6645,                 1.6998,             0.00034999,             0.00034999,             0.00034999
